flight_id,timestamp,corridor_id,drone_type,operator_name,airspace_class,cargo_type,season,weather_condition,flight_status,altitude_m,ground_speed_kmh,flight_distance_km,payload_kg,battery_start_pct,battery_end_pct,wind_speed_kmh,temperature_c,visibility_km,corridor_latitude,corridor_longitude,compliant_flight,risk_level
FLT-009958,2022-01-10 21:43:00,COR-049,Multirotor,Manna Drone Delivery,Class G,Mail,Autumn,Clear,Completed,175.1,72.8,5.88,1.0,81,46,5.0,34.8,8,41.6475,-88.6003,1,Low
FLT-009959,2023-06-18 18:54:00,COR-008,Multirotor,UPS Flight Forward,Class D,Surveillance,Spring,Clear,Completed,298.9,40.2,38.81,3.0,74,21,14.9,33.9,10,39.6719,-87.7373,1,High
FLT-009960,2022-06-23 08:19:00,COR-018,Multirotor,Amazon Prime Air,Class E,Surveillance,Spring,Clear,Completed,110.4,49.9,37.68,1.0,92,59,19.5,24.9,5,30.1486,-73.7114,1,Medium
FLT-009961,2024-05-29 07:01:00,COR-029,Hybrid VTOL,UPS Flight Forward,Class D,Mail,Autumn,Light Rain,Completed,97.4,65.8,5.17,3.0,100,55,13.9,35.7,10,37.9379,-118.3154,1,Critical
FLT-009962,2022-03-20 16:00:00,COR-014,Fixed-Wing,Wing (Alphabet),Class C,Surveillance,Summer,Clear,Completed,169.3,61.2,16.45,0.0,85,40,16.3,19.9,20,37.5552,-100.999,1,Critical
FLT-009963,2022-01-02 16:21:00,COR-028,Multirotor,Matternet,Class E,Emergency Response,Autumn,Light Rain,Completed,332.9,50.7,36.72,3.0,93,67,14.1,16.3,3,35.6539,-110.2843,1,Low
FLT-009964,2021-05-11 12:53:00,COR-012,Multirotor,Manna Drone Delivery,Class E,Industrial Parts,Autumn,Overcast,Completed,260.8,95.4,13.02,3.0,88,37,2.3,26.8,3,37.0995,-91.1091,1,Critical
FLT-009965,2022-07-10 15:59:00,COR-019,Multirotor,Skydio,Class G,Industrial Parts,Summer,Clear,Completed,384.3,34.5,8.31,0.5,84,41,20.0,31.3,20,35.8194,-82.4662,1,High
FLT-009966,2024-10-31 14:56:00,COR-019,Fixed-Wing,Zipline,Class E,Retail Package,Autumn,Overcast,Completed,364.7,35.3,18.94,2.0,88,65,11.8,15.2,20,37.44,-74.6508,1,Critical
FLT-009967,2024-01-31 18:30:00,COR-044,Multirotor,Matternet,Class E,Medical Supplies,Autumn,Clear,Completed,85.9,74.2,3.41,1.0,94,58,6.0,13.3,15,40.7411,-99.7248,1,Critical
FLT-009968,2021-10-16 11:34:00,COR-005,Fixed-Wing,Skydio,Class B,Industrial Parts,Winter,Clear,Completed,45.7,52.5,3.18,1.5,81,47,13.1,16.0,2,27.4118,-83.4753,1,High
FLT-009969,2024-01-03 13:36:00,COR-028,Multirotor,DroneUp,Class D,Mail,Spring,Overcast,Completed,177.7,51.7,32.18,0.5,70,53,22.5,20.5,3,41.4918,-77.0645,1,Critical
FLT-009970,2021-01-02 15:30:00,COR-029,Fixed-Wing,Matternet,Class D,Surveillance,Spring,Clear,Completed,223.2,43.4,0.77,1.0,79,62,23.8,-3.5,20,27.9895,-88.5171,1,Critical
FLT-009971,2022-05-09 13:04:00,COR-014,Fixed-Wing,DroneUp,Class E,Industrial Parts,Autumn,Clear,Completed,220.8,71.8,29.3,5.0,77,31,4.9,26.4,20,26.4658,-110.1061,1,High
FLT-009972,2022-06-02 17:17:00,COR-040,Multirotor,Flytrex,Class D,Mail,Summer,Clear,Completed,79.6,69.5,6.18,1.5,90,61,1.5,7.3,15,46.4738,-92.2151,1,Low
FLT-009973,2023-02-14 08:23:00,COR-049,Multirotor,Flytrex,Class G,Surveillance,Summer,Overcast,Completed,76.2,67.4,11.88,0.0,72,21,3.0,1.2,20,46.0538,-74.4723,1,Low
FLT-009974,2024-11-07 21:18:00,COR-044,Multirotor,Amazon Prime Air,Class C,Mail,Summer,Clear,Completed,47.3,53.3,14.12,1.5,81,54,11.2,21.1,20,26.3296,-73.6099,1,Critical
FLT-009975,2024-04-03 12:09:00,COR-024,Multirotor,UPS Flight Forward,Class E,Mail,Spring,Light Rain,Completed,344.8,50.0,26.23,5.0,76,34,8.7,22.8,5,34.7516,-90.5244,1,Critical
FLT-009976,2023-01-03 08:07:00,COR-043,Fixed-Wing,UPS Flight Forward,Class D,Surveillance,Summer,Clear,Aborted,380.7,61.7,38.75,1.0,89,78,8.2,11.2,10,29.0974,-78.5376,1,Medium
FLT-009977,2022-06-18 20:33:00,COR-038,Multirotor,Flytrex,Class B,Mail,Summer,Overcast,Completed,72.8,84.3,29.35,0.5,75,27,4.3,11.3,20,35.6776,-112.1829,1,Critical
FLT-009978,2023-11-25 20:37:00,COR-028,Multirotor,DroneUp,Class C,Medical Supplies,Summer,Clear,Diverted,108.9,96.4,15.29,2.0,98,83,0.9,14.7,8,43.2639,-109.9421,1,Critical
FLT-009979,2022-10-11 12:04:00,COR-032,Fixed-Wing,Joby Aviation,Class C,Industrial Parts,Summer,Partly Cloudy,Diverted,63.2,87.2,7.7,3.0,74,58,4.3,17.2,8,45.9135,-75.3085,1,Medium
FLT-009980,2021-10-02 06:18:00,COR-015,Hybrid VTOL,DroneUp,Class B,Emergency Response,Winter,Strong Wind,Completed,354.7,75.1,13.46,3.0,83,32,14.1,20.0,2,38.9536,-115.3735,1,Low
FLT-009981,2021-01-29 16:18:00,COR-027,Single-Rotor,Amazon Prime Air,Class E,Retail Package,Winter,Strong Wind,Completed,384.7,84.6,0.55,2.0,76,64,11.7,16.8,8,32.7859,-112.6358,1,Medium
FLT-009982,2022-05-15 20:31:00,COR-001,Multirotor,Skydio,Class D,Retail Package,Winter,Partly Cloudy,Completed,126.9,41.4,5.06,0.5,84,40,3.9,28.6,20,38.2732,-101.3931,1,High
FLT-009983,2024-08-25 19:27:00,COR-008,Hybrid VTOL,Manna Drone Delivery,Class E,Retail Package,Summer,Clear,Completed,142.3,50.7,8.21,2.5,85,35,17.7,34.0,20,31.864,-93.1104,1,Medium
FLT-009984,2021-07-14 12:03:00,COR-038,Multirotor,Manna Drone Delivery,Class C,Medical Supplies,Summer,Light Rain,Completed,164.2,75.5,6.94,2.5,97,57,38.3,31.9,15,45.0161,-92.413,1,Critical
FLT-009985,2024-12-01 17:32:00,COR-016,Multirotor,Wing (Alphabet),Class G,Medical Supplies,Summer,Overcast,Completed,215.9,62.6,1.8,2.5,97,48,3.5,24.2,15,44.1488,-107.6932,1,Low
FLT-009986,2021-04-16 07:06:00,COR-047,Fixed-Wing,Skydio,Class C,Food Delivery,Winter,Partly Cloudy,Completed,282.5,71.8,0.94,1.5,92,44,18.5,18.8,5,37.2811,-76.8899,1,Medium
FLT-009987,2024-11-27 21:15:00,COR-049,Fixed-Wing,Flytrex,Class E,Medical Supplies,Winter,Clear,Completed,216.6,84.6,9.83,1.5,88,65,18.5,18.9,5,32.1456,-77.1601,1,Medium
FLT-009988,2021-06-25 15:13:00,COR-001,Multirotor,Manna Drone Delivery,Class G,Mail,Winter,Partly Cloudy,Completed,381.9,81.5,1.4,0.5,96,51,9.2,18.2,10,31.4546,-102.7887,1,High
FLT-009989,2024-04-07 08:20:00,COR-020,Multirotor,Skydio,Class C,Medical Supplies,Summer,Clear,Delayed,67.0,43.2,6.07,2.5,90,61,0.1,28.9,10,25.7352,-100.7197,1,High
FLT-009990,2021-07-08 08:16:00,COR-010,Fixed-Wing,DroneUp,Class C,Food Delivery,Summer,Overcast,Completed,325.5,65.2,11.59,2.0,71,44,4.2,4.2,8,42.9481,-87.5776,1,Low
FLT-009991,2022-04-14 19:30:00,COR-019,Multirotor,UPS Flight Forward,Class E,Medical Supplies,Winter,Overcast,Completed,153.8,46.6,4.24,0.5,71,34,0.5,19.4,10,34.9084,-89.5132,1,Critical
FLT-009992,2024-01-01 19:10:00,COR-003,Multirotor,Joby Aviation,Class G,Emergency Response,Summer,Clear,Completed,169.7,49.5,1.49,0.0,90,43,6.3,21.6,10,32.1529,-103.2674,1,Critical
FLT-009993,2024-07-16 09:51:00,COR-016,Multirotor,DroneUp,Class C,Industrial Parts,Summer,Clear,Diverted,292.3,30.8,10.19,5.0,90,43,10.1,24.1,10,35.3644,-101.702,1,Critical
FLT-009994,2021-01-31 21:51:00,COR-011,Multirotor,Wing (Alphabet),Class D,Emergency Response,Summer,Partly Cloudy,Aborted,373.9,67.7,10.71,0.0,78,35,6.9,13.5,10,43.0122,-104.9461,1,Medium
FLT-009995,2024-01-29 08:35:00,COR-007,Fixed-Wing,Matternet,Class C,Mail,Spring,Light Rain,Completed,295.0,29.3,44.5,2.0,100,68,14.2,33.8,5,27.7415,-110.4661,1,Low
FLT-009996,2023-07-24 09:02:00,COR-042,Multirotor,Zipline,Class E,Surveillance,Winter,Strong Wind,Completed,317.1,72.9,2.46,1.5,93,52,3.2,19.7,10,43.8684,-99.5512,1,High
FLT-009997,2024-06-13 18:40:00,COR-019,Fixed-Wing,Amazon Prime Air,Class D,Industrial Parts,Summer,Overcast,Completed,307.8,92.2,17.18,2.5,93,69,1.0,17.3,10,44.7452,-88.3647,1,Low
FLT-009998,2023-12-11 16:27:00,COR-012,Multirotor,Zipline,Class E,Mail,Winter,Clear,Diverted,148.8,75.6,6.93,0.5,79,41,2.2,14.9,2,45.8276,-85.6436,1,High
FLT-009999,2022-09-09 10:21:00,COR-033,Fixed-Wing,Amazon Prime Air,Class D,Mail,Summer,Clear,Completed,310.1,66.0,2.37,2.0,73,26,3.7,30.6,5,33.7447,-83.8352,1,Low
FLT-010000,2023-07-20 07:26:00,COR-002,Single-Rotor,Zipline,Class E,Retail Package,Spring,Light Rain,Diverted,320.3,95.7,8.99,2.0,94,74,3.3,28.0,10,29.7771,-103.6381,1,High
FLT-010001,2024-08-08 06:09:00,COR-007,Single-Rotor,Flytrex,Class C,Emergency Response,Spring,Light Rain,Completed,227.4,71.5,10.05,3.0,70,45,8.6,12.9,8,33.2201,-84.5328,1,Critical
FLT-010002,2023-05-27 12:15:00,COR-047,Hybrid VTOL,Matternet,Class C,Industrial Parts,Summer,Partly Cloudy,Completed,228.6,47.7,8.13,1.5,91,38,27.4,18.4,15,32.3241,-121.6807,1,High
FLT-010003,2021-05-28 17:16:00,COR-014,Multirotor,Flytrex,Class G,Retail Package,Autumn,Partly Cloudy,Completed,311.1,67.5,26.12,2.0,74,27,5.3,22.7,2,28.8754,-98.6246,1,Low
FLT-010004,2022-01-03 12:00:00,COR-048,Fixed-Wing,Zipline,Class E,Retail Package,Summer,Clear,Diverted,332.3,104.2,32.9,1.5,88,40,1.1,28.7,3,38.3599,-83.0987,1,Low
FLT-010005,2023-04-08 07:03:00,COR-037,Multirotor,Joby Aviation,Class G,Medical Supplies,Summer,Partly Cloudy,Completed,154.8,43.1,2.9,5.0,70,17,20.6,27.4,20,35.4857,-91.1278,1,Low
FLT-010006,2022-01-14 12:03:00,COR-010,Fixed-Wing,Zipline,Class C,Industrial Parts,Spring,Overcast,Aborted,326.6,37.4,3.31,1.5,90,50,0.2,21.3,10,44.0454,-98.7709,1,Low
FLT-010007,2022-01-14 19:55:00,COR-026,Fixed-Wing,UPS Flight Forward,Class D,Surveillance,Winter,Clear,Completed,331.3,77.3,9.84,2.5,86,72,8.7,22.6,10,25.7064,-90.4125,1,High
FLT-010008,2022-11-18 16:58:00,COR-026,Fixed-Wing,Skydio,Class B,Mail,Summer,Fog,Completed,116.6,60.5,6.95,0.5,91,78,19.9,26.0,15,39.1651,-77.5596,1,Low
FLT-010009,2024-11-25 06:43:00,COR-040,Multirotor,Manna Drone Delivery,Class G,Medical Supplies,Autumn,Fog,Completed,295.3,54.4,30.82,1.5,88,53,10.0,26.6,8,41.7849,-94.2473,1,Medium
FLT-010010,2022-10-31 10:10:00,COR-014,Multirotor,Flytrex,Class C,Mail,Winter,Fog,Completed,99.0,39.8,103.47,0.5,98,79,31.9,11.3,10,41.7087,-82.8105,1,Medium
FLT-010011,2022-08-14 09:06:00,COR-039,Multirotor,Matternet,Class D,Retail Package,Spring,Clear,Aborted,64.4,26.0,3.6,0.5,72,36,0.4,7.3,10,44.4936,-73.9436,1,Low
FLT-010012,2022-08-16 10:01:00,COR-024,Multirotor,Joby Aviation,Class D,Surveillance,Winter,Clear,Completed,242.6,35.9,25.88,1.5,72,56,34.1,6.5,8,41.0387,-87.4272,1,Medium
FLT-010013,2023-04-07 19:30:00,COR-032,Multirotor,Amazon Prime Air,Class E,Mail,Winter,Clear,Completed,366.2,97.3,16.82,1.0,81,67,16.6,24.0,5,45.4118,-93.907,1,Low
FLT-010014,2021-03-17 09:20:00,COR-040,Multirotor,DroneUp,Class E,Food Delivery,Spring,Partly Cloudy,Completed,43.1,64.8,18.61,1.5,88,44,4.8,20.5,3,32.3184,-120.1632,1,Low
FLT-010015,2021-06-04 14:20:00,COR-050,Multirotor,Flytrex,Class B,Retail Package,Winter,Clear,Completed,335.8,25.8,5.53,1.5,96,53,11.9,36.3,1,36.0706,-103.6506,1,Critical
FLT-010016,2024-04-20 10:01:00,COR-012,Multirotor,Flytrex,Class D,Emergency Response,Summer,Partly Cloudy,Completed,217.4,88.7,1.84,0.5,80,43,9.9,2.1,8,25.3098,-94.2933,1,High
FLT-010017,2021-07-15 18:27:00,COR-027,Multirotor,Skydio,Class G,Surveillance,Summer,Light Rain,Completed,348.5,89.7,14.11,1.0,79,35,29.0,24.3,1,25.1531,-82.9369,1,Low
FLT-010018,2022-05-27 12:54:00,COR-006,Multirotor,Matternet,Class E,Surveillance,Spring,Overcast,Completed,342.1,89.6,17.11,3.0,97,83,6.4,7.9,5,30.2828,-100.5329,1,Medium
FLT-010019,2023-11-30 10:08:00,COR-028,Multirotor,Joby Aviation,Class C,Industrial Parts,Winter,Clear,Completed,353.9,56.5,59.37,3.0,79,55,1.3,24.2,10,27.2178,-74.9571,1,High
FLT-010020,2021-10-05 10:17:00,COR-023,Fixed-Wing,Zipline,Class G,Mail,Autumn,Partly Cloudy,Completed,314.5,59.6,20.24,1.5,72,30,0.9,14.9,3,30.7247,-108.6821,1,Critical
FLT-010021,2021-03-18 07:20:00,COR-034,Multirotor,Zipline,Class E,Emergency Response,Spring,Partly Cloudy,Completed,341.9,67.8,10.56,2.0,87,50,6.4,18.0,10,28.895,-85.5162,1,Low
FLT-010022,2022-04-21 10:11:00,COR-030,Single-Rotor,Skydio,Class D,Food Delivery,Autumn,Partly Cloudy,Completed,95.1,93.0,92.09,2.5,74,37,51.0,17.0,3,25.6274,-101.4675,0,High
FLT-010023,2024-09-23 11:03:00,COR-035,Fixed-Wing,Flytrex,Class G,Industrial Parts,Autumn,Clear,Completed,142.4,53.9,8.41,0.0,75,46,11.6,13.3,8,45.0047,-98.1866,1,Critical
FLT-010024,2023-02-02 18:08:00,COR-049,Hybrid VTOL,Manna Drone Delivery,Class C,Medical Supplies,Winter,Fog,Completed,119.7,49.9,3.19,2.0,91,54,16.2,25.6,20,25.1809,-82.6774,1,High
FLT-010025,2024-09-03 06:06:00,COR-017,Multirotor,Skydio,Class C,Medical Supplies,Winter,Fog,Diverted,304.7,78.9,17.32,2.5,99,75,39.4,9.2,15,41.1938,-107.4855,1,Critical
FLT-010026,2024-09-20 07:54:00,COR-048,Multirotor,Skydio,Class C,Retail Package,Summer,Light Rain,Completed,86.8,89.2,5.57,1.5,87,57,13.1,17.7,15,28.3473,-117.2562,1,High
FLT-010027,2021-06-04 09:48:00,COR-040,Fixed-Wing,Zipline,Class E,Medical Supplies,Summer,Fog,Aborted,97.4,63.9,45.97,1.5,82,38,11.1,20.7,10,45.0691,-96.5075,1,Low
FLT-010028,2022-03-02 14:34:00,COR-025,Multirotor,DroneUp,Class E,Surveillance,Winter,Overcast,Aborted,355.2,78.4,10.05,1.5,70,20,2.5,10.3,20,44.6415,-96.0891,1,High
FLT-010029,2022-09-21 12:14:00,COR-038,Multirotor,Skydio,Class E,Medical Supplies,Summer,Partly Cloudy,Completed,291.2,67.2,2.92,1.5,73,60,4.1,14.9,3,39.3858,-82.9388,1,Low
FLT-010030,2024-03-25 09:12:00,COR-028,Fixed-Wing,Manna Drone Delivery,Class E,Industrial Parts,Winter,Clear,Completed,353.9,60.0,2.75,2.5,99,63,25.4,5.3,3,39.7892,-74.5524,1,High
FLT-010031,2022-04-12 11:23:00,COR-031,Multirotor,Zipline,Class G,Emergency Response,Winter,Light Rain,Diverted,81.6,48.4,18.88,2.0,79,25,8.5,23.2,8,25.1175,-119.2903,1,High
FLT-010032,2022-01-07 18:07:00,COR-023,Hybrid VTOL,Manna Drone Delivery,Class C,Surveillance,Winter,Clear,Completed,177.6,41.9,8.2,1.0,85,66,23.9,30.4,3,46.6672,-93.0072,1,High
FLT-010033,2022-03-16 11:15:00,COR-003,Fixed-Wing,Joby Aviation,Class D,Industrial Parts,Spring,Clear,Completed,134.8,52.7,8.14,1.5,85,62,0.2,2.8,8,44.3123,-88.6174,1,Low
FLT-010034,2024-05-09 14:21:00,COR-016,Fixed-Wing,Flytrex,Class C,Retail Package,Autumn,Clear,Completed,33.6,45.5,17.06,1.5,93,71,8.5,12.2,10,44.6923,-73.6957,1,Medium
FLT-010035,2023-04-24 15:21:00,COR-050,Multirotor,Flytrex,Class C,Food Delivery,Summer,Overcast,Completed,135.3,70.7,4.51,1.5,86,75,4.5,7.6,8,39.5034,-75.8131,1,Critical
FLT-010036,2021-09-16 12:19:00,COR-036,Fixed-Wing,Matternet,Class G,Emergency Response,Winter,Partly Cloudy,Completed,170.4,89.4,2.83,1.0,80,28,4.0,1.0,10,32.5853,-87.0899,1,High
FLT-010037,2022-01-16 18:19:00,COR-008,Multirotor,Flytrex,Class D,Retail Package,Winter,Partly Cloudy,Aborted,64.1,69.1,19.27,0.5,92,42,23.7,14.5,5,44.6603,-96.4323,1,Critical
FLT-010038,2022-09-03 20:27:00,COR-018,Multirotor,DroneUp,Class E,Mail,Summer,Clear,Delayed,239.6,46.6,0.5,0.5,90,40,21.9,1.1,10,31.4134,-114.0853,1,High
FLT-010039,2021-01-11 11:16:00,COR-027,Single-Rotor,Amazon Prime Air,Class C,Emergency Response,Winter,Clear,Diverted,171.8,82.1,42.82,1.0,77,23,27.2,-2.8,20,37.3797,-103.1753,1,High
FLT-010040,2024-04-10 19:27:00,COR-014,Multirotor,Wing (Alphabet),Class B,Emergency Response,Autumn,Clear,Completed,47.2,70.9,3.64,1.5,83,45,6.7,20.0,2,27.1941,-93.329,1,Medium
FLT-010041,2022-01-31 14:11:00,COR-010,Multirotor,Manna Drone Delivery,Class C,Emergency Response,Autumn,Clear,Completed,290.5,74.9,10.69,2.0,87,77,39.1,19.7,15,45.283,-86.4652,1,Low
FLT-010042,2021-04-22 17:15:00,COR-008,Fixed-Wing,Amazon Prime Air,Class G,Emergency Response,Summer,Partly Cloudy,Completed,299.8,54.6,4.28,5.0,70,44,4.6,21.2,10,28.097,-90.8654,1,High
FLT-010043,2023-06-15 20:40:00,COR-004,Multirotor,Matternet,Class C,Emergency Response,Summer,Clear,Completed,338.8,87.7,4.43,3.0,99,46,54.3,24.2,15,29.9477,-87.008,1,Low
FLT-010044,2024-10-04 21:40:00,COR-002,Single-Rotor,Matternet,Class G,Industrial Parts,Winter,Clear,Aborted,209.7,87.6,32.43,2.5,78,41,17.0,33.6,10,37.279,-100.9715,1,Critical
FLT-010045,2022-05-12 14:42:00,COR-047,Multirotor,Skydio,Class C,Medical Supplies,Spring,Overcast,Aborted,388.4,61.3,15.83,2.5,89,61,12.7,0.0,8,41.81,-86.3463,1,Critical
FLT-010046,2024-03-19 17:11:00,COR-028,Hybrid VTOL,DroneUp,Class B,Mail,Autumn,Clear,Completed,368.2,79.4,6.72,1.5,80,38,26.6,33.3,15,38.6257,-114.9567,1,High
FLT-010047,2024-06-27 21:53:00,COR-009,Fixed-Wing,Matternet,Class B,Mail,Spring,Overcast,Completed,234.0,87.0,5.2,1.0,73,60,12.0,24.2,8,30.1069,-114.0333,1,Low
FLT-010048,2022-04-21 17:25:00,COR-035,Fixed-Wing,Wing (Alphabet),Class C,Medical Supplies,Summer,Strong Wind,Completed,194.6,55.7,4.31,1.5,71,36,6.5,17.1,5,25.0207,-114.0212,1,Critical
FLT-010049,2021-07-08 16:44:00,COR-020,Multirotor,Matternet,Class C,Surveillance,Summer,Light Rain,Completed,31.1,63.4,14.55,0.5,96,63,5.4,3.2,10,41.6573,-78.3476,1,Low
FLT-010050,2021-12-30 18:25:00,COR-047,Fixed-Wing,Zipline,Class B,Emergency Response,Winter,Fog,Aborted,293.1,66.6,23.62,1.5,87,71,1.8,33.3,20,46.6746,-118.2743,1,High
FLT-010051,2023-01-30 16:36:00,COR-046,Multirotor,DroneUp,Class D,Mail,Summer,Fog,Completed,239.0,43.0,5.26,0.0,74,22,7.9,25.0,10,42.8181,-82.7261,1,Low
FLT-010052,2021-05-16 14:31:00,COR-026,Fixed-Wing,Matternet,Class D,Medical Supplies,Spring,Clear,Completed,376.9,73.8,7.27,0.5,71,36,18.7,17.8,20,35.1245,-110.555,1,High
FLT-010053,2023-03-10 11:23:00,COR-038,Fixed-Wing,Wing (Alphabet),Class E,Industrial Parts,Autumn,Overcast,Diverted,249.9,85.5,22.94,2.0,91,66,1.8,29.5,15,44.8829,-99.0469,1,High
FLT-010054,2022-05-20 07:39:00,COR-041,Multirotor,Wing (Alphabet),Class G,Industrial Parts,Autumn,Light Rain,Completed,397.4,62.1,24.06,1.0,80,57,31.5,13.6,20,34.0166,-77.1181,1,Critical
FLT-010055,2023-05-04 19:19:00,COR-034,Fixed-Wing,Manna Drone Delivery,Class G,Retail Package,Autumn,Clear,Completed,345.9,71.8,4.18,1.5,92,46,3.0,16.7,15,36.5485,-93.2891,1,Medium
FLT-010056,2021-08-04 14:30:00,COR-040,Multirotor,Wing (Alphabet),Class B,Industrial Parts,Summer,Clear,Completed,382.8,93.0,8.67,2.5,71,50,38.8,11.8,8,35.4969,-111.7042,1,Low
FLT-010057,2023-01-27 13:15:00,COR-030,Multirotor,DroneUp,Class G,Mail,Summer,Clear,Completed,151.2,56.9,36.72,0.0,100,46,7.3,13.9,10,34.8477,-108.0796,1,Critical
FLT-010058,2023-04-09 17:10:00,COR-047,Single-Rotor,Skydio,Class E,Retail Package,Autumn,Clear,Completed,85.3,72.2,24.26,0.0,81,61,1.8,11.1,15,42.0542,-76.8981,1,Low
FLT-010059,2022-08-14 20:49:00,COR-002,Fixed-Wing,Wing (Alphabet),Class G,Industrial Parts,Autumn,Light Rain,Completed,324.8,53.6,3.19,1.0,93,83,1.4,29.7,8,36.5889,-101.0699,1,High
FLT-010060,2022-07-09 18:27:00,COR-022,Fixed-Wing,Wing (Alphabet),Class D,Surveillance,Winter,Overcast,Completed,320.9,53.1,8.78,2.0,94,50,13.0,-0.6,20,31.9678,-93.2377,1,High
FLT-010061,2022-10-13 13:21:00,COR-023,Hybrid VTOL,UPS Flight Forward,Class D,Industrial Parts,Winter,Overcast,Completed,108.2,71.8,65.21,1.0,79,38,20.0,16.4,10,30.6795,-99.4633,1,Low
FLT-010062,2022-03-03 19:08:00,COR-012,Multirotor,Zipline,Class E,Mail,Autumn,Clear,Completed,313.0,69.8,13.41,3.0,88,46,0.7,8.0,10,25.8304,-103.4565,1,High
FLT-010063,2024-07-22 16:47:00,COR-012,Fixed-Wing,DroneUp,Class D,Retail Package,Winter,Clear,Completed,245.3,76.1,22.87,1.0,73,59,29.7,18.1,10,37.8303,-111.0593,1,Low
FLT-010064,2022-05-27 10:18:00,COR-005,Multirotor,Joby Aviation,Class C,Medical Supplies,Summer,Overcast,Diverted,70.5,66.5,1.74,1.0,76,34,0.5,24.9,20,30.0592,-88.3766,1,Critical
FLT-010065,2022-02-19 18:31:00,COR-026,Hybrid VTOL,Amazon Prime Air,Class G,Medical Supplies,Autumn,Strong Wind,Completed,215.7,74.3,32.16,1.0,83,72,9.4,12.4,10,28.2589,-86.8061,1,High
FLT-010066,2024-04-28 10:19:00,COR-048,Single-Rotor,Matternet,Class E,Medical Supplies,Summer,Clear,Completed,374.5,98.3,16.71,1.5,96,54,8.7,26.7,8,39.3843,-108.5306,1,High
FLT-010067,2021-07-31 16:30:00,COR-022,Multirotor,Matternet,Class G,Food Delivery,Autumn,Clear,Completed,217.4,86.2,3.48,3.0,82,49,19.6,13.8,10,39.9866,-83.3385,1,High
FLT-010068,2021-06-17 11:41:00,COR-041,Multirotor,Wing (Alphabet),Class D,Surveillance,Winter,Partly Cloudy,Completed,321.8,71.8,8.61,1.5,70,21,10.5,25.3,3,41.5474,-80.1278,1,Critical
FLT-010069,2023-07-27 19:12:00,COR-046,Multirotor,Skydio,Class D,Mail,Autumn,Fog,Completed,40.7,75.1,1.56,1.0,89,67,4.9,36.6,15,36.0787,-76.8869,1,High
FLT-010070,2024-07-04 13:20:00,COR-030,Hybrid VTOL,Manna Drone Delivery,Class D,Food Delivery,Summer,Clear,Completed,299.4,59.0,27.01,1.5,70,28,10.4,30.7,2,44.6692,-114.1006,1,Medium
FLT-010071,2022-07-10 12:42:00,COR-023,Fixed-Wing,Matternet,Class C,Industrial Parts,Summer,Clear,Completed,380.3,61.8,24.59,3.0,71,55,36.2,29.3,20,45.5995,-107.1077,1,High
FLT-010072,2022-08-10 19:35:00,COR-016,Multirotor,DroneUp,Class E,Emergency Response,Spring,Partly Cloudy,Completed,214.8,74.8,12.13,1.0,85,41,1.6,25.2,10,42.7622,-79.8427,1,Critical
FLT-010073,2022-11-04 19:15:00,COR-044,Multirotor,Matternet,Class D,Emergency Response,Autumn,Clear,Completed,155.0,66.8,10.83,2.0,100,72,12.8,24.0,8,38.9831,-112.2715,1,Medium
FLT-010074,2024-10-01 06:26:00,COR-008,Multirotor,Zipline,Class E,Food Delivery,Winter,Overcast,Completed,269.3,80.9,11.21,1.0,94,51,2.2,23.6,5,31.6819,-121.83,1,Critical
FLT-010075,2021-07-27 18:46:00,COR-041,Multirotor,UPS Flight Forward,Class E,Medical Supplies,Summer,Fog,Completed,369.0,90.3,0.69,2.0,71,28,2.7,11.7,15,46.6248,-79.3295,1,Critical
FLT-010076,2024-01-08 10:18:00,COR-038,Fixed-Wing,Manna Drone Delivery,Class C,Medical Supplies,Winter,Light Rain,Completed,95.4,63.0,8.27,3.0,99,64,43.1,10.0,3,31.031,-106.004,1,Low
FLT-010077,2024-03-04 21:37:00,COR-013,Hybrid VTOL,Skydio,Class B,Retail Package,Autumn,Clear,Completed,179.4,24.8,2.48,1.5,81,66,21.0,6.1,20,29.4585,-101.6896,1,Medium
FLT-010078,2024-08-01 13:39:00,COR-032,Multirotor,DroneUp,Class D,Surveillance,Autumn,Clear,Aborted,87.8,105.7,3.68,3.0,88,53,29.0,22.1,10,34.7274,-100.1296,1,Medium
FLT-010079,2024-05-31 08:26:00,COR-034,Fixed-Wing,Manna Drone Delivery,Class G,Emergency Response,Spring,Partly Cloudy,Aborted,213.8,52.0,58.92,2.0,84,40,2.0,7.2,15,26.2505,-80.4345,1,Low
FLT-010080,2021-07-16 17:55:00,COR-047,Multirotor,Wing (Alphabet),Class E,Medical Supplies,Spring,Clear,Diverted,230.0,68.9,5.46,5.0,85,53,6.4,21.5,2,46.5269,-105.4433,1,Critical
FLT-010081,2022-04-05 08:06:00,COR-016,Hybrid VTOL,Matternet,Class C,Surveillance,Winter,Partly Cloudy,Completed,379.4,79.5,11.9,2.0,85,49,17.5,30.9,5,37.9455,-78.2783,1,Medium
FLT-010082,2023-03-18 12:44:00,COR-044,Fixed-Wing,Joby Aviation,Class E,Food Delivery,Summer,Clear,Diverted,182.6,93.2,39.37,2.0,97,78,12.5,20.4,1,37.2529,-91.77,1,High
FLT-010083,2023-08-04 08:01:00,COR-017,Multirotor,Skydio,Class G,Surveillance,Spring,Fog,Completed,239.8,101.1,9.6,2.5,80,35,2.0,17.5,5,39.4275,-96.163,1,Critical
